Account_ID,Date,Transaction_details,Chq_no,Value_date,Withdrawal_amt,Withdrawal_currency,Deposit_amt,Deposit_currency,Balance_amt
ACC00039,09-06-2023,Salary Credit,,09-06-2023,46.12,USD,422.41,USD,4194.98
ACC00034,09-06-2023,ATM Withdrawal,,09-06-2023,384.05,USD,107.53,USD,4298.38
ACC00022,09-06-2023,POS Purchase,,09-06-2023,55.82,SGD,501.95,EUR,4555.18
ACC00031,09-06-2023,Utility Bill,,09-06-2023,695.83,USD,516.79,INR,1851.74
ACC00007,09-06-2023,ATM Withdrawal,,09-06-2023,207.64,USD,343.07,EUR,2111.51
ACC00012,09-06-2023,Online Transfer,,09-06-2023,967.6,SGD,414.83,SGD,1591.83
ACC00009,09-06-2023,Utility Bill,,09-06-2023,174.89,JPY,732.53,SGD,1577.59
ACC00041,10-06-2023,ATM Withdrawal,,10-06-2023,399.15,EUR,889.13,SGD,2342.7
ACC00039,10-06-2023,ATM Withdrawal,,10-06-2023,348.07,JPY,378.67,USD,1849.58
ACC00046,10-06-2023,Utility Bill,,10-06-2023,28.53,JPY,652.31,INR,1309.13
ACC00009,10-06-2023,Online Transfer,,10-06-2023,890.24,SGD,334.51,EUR,2738.22
ACC00009,10-06-2023,Online Transfer,,10-06-2023,331.49,EUR,3.25,USD,1462.73
ACC00049,10-06-2023,Online Transfer,,10-06-2023,714.68,JPY,379.8,JPY,1615.2
ACC00012,11-06-2023,Utility Bill,,11-06-2023,611.55,JPY,929.67,USD,2734.63
ACC00024,11-06-2023,ATM Withdrawal,,11-06-2023,899.49,EUR,318.6,JPY,4610.63
ACC00036,11-06-2023,POS Purchase,,11-06-2023,323.83,USD,611.41,USD,1193.85
ACC00008,11-06-2023,POS Purchase,,11-06-2023,649.97,INR,156.65,JPY,4554.93
ACC00003,11-06-2023,ATM Withdrawal,,11-06-2023,963.44,SGD,235.84,SGD,1524.47
ACC00002,11-06-2023,Online Transfer,,11-06-2023,553.7,SGD,146.11,EUR,4327.49
ACC00013,12-06-2023,Salary Credit,,12-06-2023,928.09,INR,186.49,SGD,2971.51
ACC00038,12-06-2023,ATM Withdrawal,,12-06-2023,918.47,INR,552.35,JPY,3131.62
ACC00039,12-06-2023,POS Purchase,,12-06-2023,272.25,JPY,878.13,EUR,3033.41
ACC00016,12-06-2023,Utility Bill,,12-06-2023,496.45,JPY,848.32,EUR,3422.7
ACC00018,12-06-2023,POS Purchase,,12-06-2023,381.11,USD,206.83,EUR,1815.88
ACC00009,12-06-2023,POS Purchase,,12-06-2023,532.97,EUR,948.06,INR,3240.51
ACC00025,13-06-2023,Utility Bill,,13-06-2023,97.98,EUR,227.14,INR,2636.35
ACC00034,13-06-2023,ATM Withdrawal,,13-06-2023,904.09,EUR,876.96,JPY,2193.79
ACC00025,13-06-2023,ATM Withdrawal,,13-06-2023,5.39,INR,50.11,SGD,4995.83
ACC00003,13-06-2023,POS Purchase,,13-06-2023,788.7,SGD,410.99,USD,4865.08
ACC00025,14-06-2023,ATM Withdrawal,,14-06-2023,194.76,EUR,478.22,USD,2164.08
ACC00001,14-06-2023,Utility Bill,,14-06-2023,954.97,USD,561.96,INR,2308.99
ACC00001,14-06-2023,Online Transfer,,14-06-2023,9.18,USD,29.25,EUR,3308.64
ACC00020,14-06-2023,Online Transfer,,14-06-2023,481.23,INR,75.34,EUR,2898.37
ACC00026,14-06-2023,Utility Bill,,14-06-2023,392.65,EUR,78.16,USD,4487.07
ACC00020,14-06-2023,POS Purchase,,14-06-2023,967.31,EUR,729.87,SGD,3305.1
ACC00011,14-06-2023,Online Transfer,,14-06-2023,28.51,USD,719.81,INR,2279.93
ACC00040,15-06-2023,Utility Bill,,15-06-2023,305.42,JPY,313.34,USD,4159.34
ACC00018,15-06-2023,ATM Withdrawal,,15-06-2023,97.6,JPY,592.61,USD,2173.81
ACC00048,15-06-2023,Utility Bill,,15-06-2023,121.93,USD,615.03,SGD,1805.76
ACC00040,15-06-2023,POS Purchase,,15-06-2023,448.83,USD,174.03,INR,2484.71
ACC00031,15-06-2023,Online Transfer,,15-06-2023,311.83,INR,170.66,SGD,2720.35
ACC00008,15-06-2023,Online Transfer,,15-06-2023,2.64,SGD,214.78,SGD,1369.35
ACC00013,15-06-2023,ATM Withdrawal,,15-06-2023,426.75,JPY,927.08,EUR,2840.31
ACC00029,16-06-2023,Utility Bill,,16-06-2023,695.53,USD,530.37,SGD,2033.02
ACC00013,16-06-2023,Online Transfer,,16-06-2023,312.67,INR,169.33,SGD,2756.56
ACC00026,16-06-2023,POS Purchase,,16-06-2023,880.17,JPY,443.46,USD,4878.08
ACC00037,17-06-2023,Salary Credit,,17-06-2023,345.63,USD,733.71,INR,1676.07
ACC00036,17-06-2023,Utility Bill,,17-06-2023,804.11,EUR,921.24,SGD,4699.77
ACC00007,17-06-2023,Utility Bill,,17-06-2023,632.65,JPY,715.96,SGD,3968.37
ACC00036,18-06-2023,Salary Credit,,18-06-2023,387.69,JPY,638.75,INR,1740.02
ACC00007,18-06-2023,Online Transfer,,18-06-2023,565.33,JPY,847.24,EUR,1681.13
ACC00047,18-06-2023,ATM Withdrawal,,18-06-2023,138.24,SGD,349.48,SGD,1612.69
ACC00020,18-06-2023,Online Transfer,,18-06-2023,334.23,EUR,469.02,USD,2629.86
ACC00046,18-06-2023,Utility Bill,,18-06-2023,166.33,USD,165.76,SGD,4392
ACC00035,18-06-2023,Utility Bill,,18-06-2023,511.93,USD,599.45,EUR,2269.06
ACC00029,19-06-2023,POS Purchase,,19-06-2023,906.44,USD,9.35,USD,4064
ACC00020,19-06-2023,POS Purchase,,19-06-2023,440.48,USD,529.62,JPY,2701.68
ACC00003,19-06-2023,Online Transfer,,19-06-2023,7.96,USD,352.97,USD,3152.52
ACC00015,19-06-2023,Salary Credit,,19-06-2023,73.12,SGD,448.63,INR,4955.71
ACC00031,19-06-2023,Online Transfer,,19-06-2023,85.16,USD,237.74,EUR,3591.58
ACC00021,19-06-2023,Salary Credit,,19-06-2023,216.96,SGD,91.15,EUR,2718.81
ACC00045,19-06-2023,ATM Withdrawal,,19-06-2023,9.82,INR,474.45,SGD,4172.46
ACC00049,19-06-2023,POS Purchase,,19-06-2023,2.08,JPY,374.25,SGD,4528.48
ACC00031,20-06-2023,POS Purchase,,20-06-2023,372.05,USD,621.35,SGD,1790.63
ACC00004,20-06-2023,Salary Credit,,20-06-2023,767.72,EUR,771.8,SGD,4293.84
ACC00037,20-06-2023,ATM Withdrawal,,20-06-2023,521.62,SGD,968.09,JPY,1844.45
ACC00042,20-06-2023,Utility Bill,,20-06-2023,244.61,INR,164.16,SGD,4505.62
ACC00002,20-06-2023,ATM Withdrawal,,20-06-2023,405.86,EUR,937.3,INR,2346.77
ACC00032,20-06-2023,POS Purchase,,20-06-2023,626.58,INR,514.04,USD,1453.61
ACC00035,20-06-2023,Utility Bill,,20-06-2023,233.55,JPY,759.7,EUR,3300.04
ACC00027,20-06-2023,Online Transfer,,20-06-2023,225.89,EUR,133.61,SGD,4627.32
ACC00016,21-06-2023,Online Transfer,,21-06-2023,26.56,SGD,807.96,INR,2404.86
ACC00011,21-06-2023,Salary Credit,,21-06-2023,8.15,USD,744.7,INR,4955.51
ACC00023,21-06-2023,POS Purchase,,21-06-2023,716.85,USD,464.85,SGD,1007.32
ACC00046,21-06-2023,POS Purchase,,21-06-2023,126.92,EUR,469.12,EUR,1822.66
ACC00010,22-06-2023,POS Purchase,,22-06-2023,682.6,EUR,606.59,SGD,3231.11
ACC00030,22-06-2023,Salary Credit,,22-06-2023,938.18,USD,858.56,SGD,2497.46
ACC00014,22-06-2023,POS Purchase,,22-06-2023,746.37,INR,271.2,EUR,1771.26
ACC00021,22-06-2023,ATM Withdrawal,,22-06-2023,100.9,SGD,89.56,SGD,4764.06
ACC00026,22-06-2023,ATM Withdrawal,,22-06-2023,403.08,EUR,173.6,JPY,4262.54
ACC00006,22-06-2023,POS Purchase,,22-06-2023,227.99,JPY,922.79,INR,4196.29
ACC00035,22-06-2023,Salary Credit,,22-06-2023,451.43,EUR,75.73,USD,1586.31
ACC00004,23-06-2023,ATM Withdrawal,,23-06-2023,147.7,SGD,952.8,JPY,3922.15
ACC00031,23-06-2023,Utility Bill,,23-06-2023,536.12,SGD,965.69,SGD,1008.99
ACC00043,23-06-2023,Salary Credit,,23-06-2023,693.2,JPY,170.9,INR,1167.58
ACC00025,24-06-2023,POS Purchase,,24-06-2023,250.61,INR,302.15,JPY,1124.4
ACC00038,24-06-2023,Online Transfer,,24-06-2023,908.81,SGD,312.43,JPY,1248.99
ACC00023,24-06-2023,Online Transfer,,24-06-2023,445.94,JPY,121.81,SGD,2885.02
ACC00007,24-06-2023,Online Transfer,,24-06-2023,290.82,JPY,109.54,SGD,1938.3
ACC00004,24-06-2023,POS Purchase,,24-06-2023,40.78,INR,750.79,EUR,4463.7
ACC00031,24-06-2023,Utility Bill,,24-06-2023,400.26,USD,469.13,EUR,4380.04
ACC00044,24-06-2023,ATM Withdrawal,,24-06-2023,270.98,SGD,291.03,USD,3084.31
ACC00027,24-06-2023,Salary Credit,,24-06-2023,847.3,EUR,186.57,EUR,2250.81
ACC00024,25-06-2023,Salary Credit,,25-06-2023,594.8,INR,92.2,SGD,2263.34
ACC00039,25-06-2023,Utility Bill,,25-06-2023,936.12,EUR,911.79,EUR,3693.5
ACC00006,25-06-2023,Online Transfer,,25-06-2023,786.81,INR,111.23,USD,4304.09
ACC00007,25-06-2023,ATM Withdrawal,,25-06-2023,795.24,EUR,801.86,SGD,3816.06
ACC00013,25-06-2023,Salary Credit,,25-06-2023,529.03,INR,346.11,INR,4989.27
ACC00038,26-06-2023,Online Transfer,,26-06-2023,479.39,USD,58.39,EUR,4387.72
ACC00048,26-06-2023,Utility Bill,,26-06-2023,960.57,USD,714.49,EUR,4392.86
ACC00016,26-06-2023,Online Transfer,,26-06-2023,689.76,INR,187.08,SGD,1762.64
ACC00021,26-06-2023,Utility Bill,,26-06-2023,246.06,INR,224.87,USD,3886.15
ACC00036,26-06-2023,Salary Credit,,26-06-2023,725.05,SGD,323.15,EUR,3510.67
ACC00006,26-06-2023,Utility Bill,,26-06-2023,35.08,EUR,46.85,INR,3426.27
ACC00030,26-06-2023,Utility Bill,,26-06-2023,596.86,JPY,475.63,JPY,1191.23
ACC00005,27-06-2023,ATM Withdrawal,,27-06-2023,5.43,USD,905.63,INR,2489.68
ACC00002,27-06-2023,POS Purchase,,27-06-2023,762.55,USD,586.5,USD,4158.22
ACC00008,27-06-2023,POS Purchase,,27-06-2023,607.52,SGD,296.41,INR,3460.88
ACC00026,27-06-2023,ATM Withdrawal,,27-06-2023,660.55,SGD,165.69,EUR,4293.28
ACC00049,27-06-2023,POS Purchase,,27-06-2023,930.69,INR,570.49,EUR,1397.36
ACC00034,28-06-2023,Utility Bill,,28-06-2023,542.52,SGD,538.82,SGD,1035.11
ACC00039,28-06-2023,ATM Withdrawal,,28-06-2023,409.23,SGD,782.35,EUR,4367.68
ACC00014,28-06-2023,Online Transfer,,28-06-2023,977.51,EUR,587.99,USD,2795.91
ACC00004,29-06-2023,Utility Bill,,29-06-2023,434.61,USD,890.92,SGD,2478.78
ACC00047,29-06-2023,Utility Bill,,29-06-2023,232.4,INR,194.48,USD,4785.39
ACC00019,29-06-2023,ATM Withdrawal,,29-06-2023,465.54,EUR,83.2,EUR,3596.67
ACC00008,30-06-2023,ATM Withdrawal,,30-06-2023,980.58,SGD,899.14,JPY,4935.11
ACC00016,30-06-2023,ATM Withdrawal,,30-06-2023,578.52,JPY,65.06,SGD,1319.11
ACC00039,30-06-2023,Utility Bill,,30-06-2023,953.87,SGD,109.98,EUR,4915.7
ACC00042,30-06-2023,Online Transfer,,30-06-2023,796.98,SGD,687.95,EUR,2032.87
ACC00005,01-07-2023,ATM Withdrawal,,01-07-2023,306.26,INR,939.16,JPY,1803.97
ACC00016,01-07-2023,POS Purchase,,01-07-2023,585.01,JPY,972.55,INR,4371.01
ACC00039,01-07-2023,Online Transfer,,01-07-2023,948.1,INR,314.7,EUR,4191.86
ACC00026,02-07-2023,ATM Withdrawal,,02-07-2023,659.67,INR,675.93,USD,4952.6
ACC00032,02-07-2023,Salary Credit,,02-07-2023,111.64,EUR,94.26,INR,2332.47
ACC00010,02-07-2023,Salary Credit,,02-07-2023,947.16,JPY,757.71,JPY,1571.37
ACC00031,03-07-2023,Utility Bill,,03-07-2023,973.93,USD,166.66,USD,1750.93
ACC00010,03-07-2023,POS Purchase,,03-07-2023,384.79,SGD,999,JPY,2409.84
ACC00024,03-07-2023,POS Purchase,,03-07-2023,700.87,EUR,87.99,SGD,2007.27
ACC00038,03-07-2023,Salary Credit,,03-07-2023,595.91,SGD,689.47,USD,3433.18
ACC00034,03-07-2023,Salary Credit,,03-07-2023,880.52,SGD,659.49,USD,1965.63
ACC00010,04-07-2023,Salary Credit,,04-07-2023,317.23,JPY,170.64,USD,3348.21
ACC00045,04-07-2023,Utility Bill,,04-07-2023,326.14,JPY,135.51,INR,2996.7
ACC00049,04-07-2023,Utility Bill,,04-07-2023,825.35,JPY,874.78,JPY,1744.6
ACC00025,04-07-2023,ATM Withdrawal,,04-07-2023,847.44,JPY,541.48,USD,2823.5
ACC00018,04-07-2023,Online Transfer,,04-07-2023,471.06,USD,402.73,EUR,1722.78
ACC00047,05-07-2023,Salary Credit,,05-07-2023,370.08,JPY,737.26,SGD,1908.18
ACC00014,05-07-2023,Salary Credit,,05-07-2023,417.79,SGD,708,INR,4608.28
ACC00019,05-07-2023,ATM Withdrawal,,05-07-2023,696.31,SGD,400.08,INR,3008.57
ACC00013,05-07-2023,ATM Withdrawal,,05-07-2023,748.17,INR,380.66,USD,4378.74
ACC00046,05-07-2023,ATM Withdrawal,,05-07-2023,181.37,USD,312.46,EUR,4166.55
ACC00013,05-07-2023,Online Transfer,,05-07-2023,838.15,USD,774.8,INR,2540.82
ACC00039,05-07-2023,Salary Credit,,05-07-2023,195.27,INR,563.68,USD,1782.32
ACC00039,06-07-2023,Salary Credit,,06-07-2023,936.82,INR,473.56,INR,2467.23
ACC00033,06-07-2023,POS Purchase,,06-07-2023,661.49,SGD,749.3,JPY,2512.48
ACC00035,06-07-2023,POS Purchase,,06-07-2023,843.01,INR,534,INR,2230.63
ACC00019,06-07-2023,POS Purchase,,06-07-2023,71.03,SGD,448.78,USD,1897.46
ACC00011,07-07-2023,Utility Bill,,07-07-2023,124.34,USD,42.21,JPY,1225.65
ACC00014,07-07-2023,Salary Credit,,07-07-2023,696.06,SGD,654.29,SGD,1851.15
ACC00043,07-07-2023,POS Purchase,,07-07-2023,743.58,JPY,465.56,USD,1777.79
ACC00023,07-07-2023,ATM Withdrawal,,07-07-2023,216.63,USD,998.93,INR,4755.96
ACC00043,07-07-2023,POS Purchase,,07-07-2023,158.29,INR,831.96,JPY,3539.94
ACC00048,07-07-2023,Salary Credit,,07-07-2023,981.35,USD,229.11,EUR,4561.98
ACC00013,07-07-2023,ATM Withdrawal,,07-07-2023,472.64,JPY,501.81,INR,4701.21
ACC00017,07-07-2023,POS Purchase,,07-07-2023,386.85,JPY,570.53,JPY,4336.58
ACC00028,08-07-2023,Online Transfer,,08-07-2023,432.12,SGD,406.44,SGD,4153.38
ACC00031,08-07-2023,Salary Credit,,08-07-2023,984,USD,800.52,INR,3945.93
ACC00016,08-07-2023,Utility Bill,,08-07-2023,978.16,EUR,867.1,EUR,4441.34
ACC00043,08-07-2023,Salary Credit,,08-07-2023,22.16,INR,387.91,EUR,3539.15
ACC00016,08-07-2023,Utility Bill,,08-07-2023,195.6,SGD,906.35,USD,4677.89
ACC00014,09-07-2023,Online Transfer,,09-07-2023,926.68,SGD,702.73,SGD,1210.13
ACC00041,09-07-2023,Salary Credit,,09-07-2023,237.99,INR,887.96,USD,1191.31
ACC00005,09-07-2023,POS Purchase,,09-07-2023,896.17,EUR,455.26,USD,3594.38
ACC00047,09-07-2023,Salary Credit,,09-07-2023,198.1,INR,452.9,JPY,1841.51
ACC00031,09-07-2023,ATM Withdrawal,,09-07-2023,1.65,USD,711.67,JPY,3482.36
ACC00040,09-07-2023,Salary Credit,,09-07-2023,196.1,EUR,218.7,JPY,4284.15
ACC00027,09-07-2023,Utility Bill,,09-07-2023,325.33,USD,621.48,SGD,4854.79
ACC00039,10-07-2023,POS Purchase,,10-07-2023,132.28,USD,560.79,JPY,4984.36
ACC00014,10-07-2023,ATM Withdrawal,,10-07-2023,865.94,JPY,919.35,INR,1633.04
ACC00005,10-07-2023,Salary Credit,,10-07-2023,448.35,JPY,429.17,INR,4965.25
ACC00013,10-07-2023,Online Transfer,,10-07-2023,30.64,INR,394.76,EUR,1987.87
ACC00032,10-07-2023,Utility Bill,,10-07-2023,220.6,JPY,203.07,JPY,1700.69
ACC00033,10-07-2023,Online Transfer,,10-07-2023,417.79,JPY,710.82,JPY,4788.98
ACC00014,10-07-2023,ATM Withdrawal,,10-07-2023,795.02,JPY,388.86,JPY,2378.57
ACC00046,11-07-2023,ATM Withdrawal,,11-07-2023,902.32,SGD,48.9,SGD,4836.71
ACC00024,11-07-2023,ATM Withdrawal,,11-07-2023,256.68,INR,83.35,JPY,4202.71
ACC00009,11-07-2023,Online Transfer,,11-07-2023,22.38,JPY,397.36,EUR,2243.15
ACC00032,12-07-2023,POS Purchase,,12-07-2023,772.52,INR,694.33,USD,2854.59
ACC00045,12-07-2023,Utility Bill,,12-07-2023,73.02,SGD,809.65,EUR,2425.04
ACC00001,12-07-2023,Salary Credit,,12-07-2023,224.91,USD,876.65,USD,2936.99
ACC00037,12-07-2023,ATM Withdrawal,,12-07-2023,411.03,EUR,927.74,USD,1725.49
ACC00036,12-07-2023,Online Transfer,,12-07-2023,425.92,SGD,722.85,USD,4955.84
ACC00015,12-07-2023,Online Transfer,,12-07-2023,69.19,SGD,69.26,USD,4017.16
ACC00024,13-07-2023,Online Transfer,,13-07-2023,894.43,USD,75.03,USD,4723.06
ACC00040,13-07-2023,Salary Credit,,13-07-2023,121.8,JPY,136.45,USD,2739.58
ACC00025,13-07-2023,ATM Withdrawal,,13-07-2023,320.58,EUR,565.63,INR,1421.65
ACC00050,13-07-2023,Salary Credit,,13-07-2023,765.71,JPY,859.26,EUR,1228.72
ACC00014,13-07-2023,Utility Bill,,13-07-2023,372.35,SGD,827.81,EUR,3619.91
ACC00008,14-07-2023,Salary Credit,,14-07-2023,174.12,INR,928.52,JPY,4969.94
ACC00032,14-07-2023,POS Purchase,,14-07-2023,865.5,EUR,255.78,USD,3731.87
ACC00010,14-07-2023,Utility Bill,,14-07-2023,273.58,USD,854.66,SGD,2806.59
ACC00015,14-07-2023,Online Transfer,,14-07-2023,974.43,EUR,342.41,EUR,2044.01
ACC00044,14-07-2023,ATM Withdrawal,,14-07-2023,465.88,SGD,403.06,USD,2302.89
ACC00027,14-07-2023,POS Purchase,,14-07-2023,153.33,SGD,601.82,EUR,4188.68
ACC00027,14-07-2023,Salary Credit,,14-07-2023,84.55,SGD,788.69,INR,4737.48
ACC00022,15-07-2023,Salary Credit,,15-07-2023,41.98,EUR,506.33,SGD,1523.86
ACC00039,15-07-2023,Salary Credit,,15-07-2023,474.79,EUR,858.5,EUR,1113.77
ACC00016,15-07-2023,Salary Credit,,15-07-2023,166.53,INR,279.43,INR,4534.3
ACC00002,16-07-2023,ATM Withdrawal,,16-07-2023,145.24,SGD,298.7,JPY,3171.42
ACC00001,16-07-2023,Utility Bill,,16-07-2023,35.33,SGD,770.17,INR,2083.92
ACC00045,16-07-2023,Salary Credit,,16-07-2023,183.34,JPY,580.32,INR,3942.32
ACC00027,17-07-2023,POS Purchase,,17-07-2023,223.74,USD,645.31,JPY,2472.56
ACC00047,17-07-2023,ATM Withdrawal,,17-07-2023,662.59,JPY,748.11,USD,4999.26
ACC00029,17-07-2023,Online Transfer,,17-07-2023,763,EUR,946.26,INR,4486.98
ACC00044,17-07-2023,Online Transfer,,17-07-2023,135.54,INR,487.5,USD,4271.68
ACC00034,17-07-2023,Salary Credit,,17-07-2023,330.97,EUR,945.99,INR,2086.16
ACC00019,18-07-2023,POS Purchase,,18-07-2023,742.42,USD,312.7,JPY,1354.37
ACC00034,18-07-2023,ATM Withdrawal,,18-07-2023,171.89,USD,996.12,EUR,3396.22
ACC00020,18-07-2023,POS Purchase,,18-07-2023,224.63,USD,210.66,SGD,2812.74
ACC00037,19-07-2023,POS Purchase,,19-07-2023,739.5,EUR,464.84,SGD,1424.21
ACC00003,19-07-2023,Utility Bill,,19-07-2023,771.46,SGD,535.18,EUR,2130.76
ACC00010,19-07-2023,POS Purchase,,19-07-2023,536.4,SGD,439.7,JPY,2973.08
ACC00023,19-07-2023,Salary Credit,,19-07-2023,244.36,SGD,886.97,SGD,4988.26
ACC00039,19-07-2023,Salary Credit,,19-07-2023,159.08,INR,217.44,USD,1545.37
ACC00004,19-07-2023,ATM Withdrawal,,19-07-2023,753.91,JPY,262.18,USD,3718.52
ACC00012,20-07-2023,Utility Bill,,20-07-2023,25.39,EUR,344.23,SGD,4886.29
ACC00046,20-07-2023,POS Purchase,,20-07-2023,61.62,USD,169.32,USD,3760.88
ACC00001,20-07-2023,POS Purchase,,20-07-2023,925.72,EUR,789.83,USD,2240.93
ACC00006,20-07-2023,Online Transfer,,20-07-2023,440.91,EUR,467.95,EUR,3272.02
ACC00013,21-07-2023,POS Purchase,,21-07-2023,315.6,SGD,162.88,JPY,3665.62
ACC00017,21-07-2023,ATM Withdrawal,,21-07-2023,660.72,JPY,509.57,JPY,2661.67
ACC00006,21-07-2023,Salary Credit,,21-07-2023,373.97,INR,899.68,EUR,4216.19
ACC00020,22-07-2023,Salary Credit,,22-07-2023,3.92,EUR,531.45,SGD,3125.72
ACC00045,22-07-2023,POS Purchase,,22-07-2023,483.54,INR,279.06,EUR,3257.65
ACC00046,22-07-2023,ATM Withdrawal,,22-07-2023,429.86,JPY,297.93,EUR,2335.96
ACC00032,22-07-2023,Utility Bill,,22-07-2023,572.02,JPY,910.46,SGD,3097.52
ACC00024,22-07-2023,Salary Credit,,22-07-2023,330.16,JPY,371.99,USD,2694.84
ACC00031,22-07-2023,Utility Bill,,22-07-2023,452.41,JPY,560.88,INR,4558.06
ACC00041,22-07-2023,ATM Withdrawal,,22-07-2023,998.42,JPY,760.33,JPY,4676.69
ACC00034,23-07-2023,Salary Credit,,23-07-2023,404.23,JPY,216.26,EUR,2325.23
ACC00031,23-07-2023,ATM Withdrawal,,23-07-2023,939.23,JPY,200.09,EUR,3365.16
ACC00017,23-07-2023,ATM Withdrawal,,23-07-2023,950.21,INR,652.6,INR,1274.96
ACC00019,24-07-2023,Salary Credit,,24-07-2023,660.4,INR,783.09,EUR,3907.21
ACC00006,24-07-2023,Salary Credit,,24-07-2023,24.4,JPY,668.63,JPY,2907.46
ACC00046,24-07-2023,Utility Bill,,24-07-2023,785.06,USD,302.52,EUR,2268.57
ACC00018,24-07-2023,ATM Withdrawal,,24-07-2023,989.79,EUR,276.61,SGD,4053.74
ACC00024,24-07-2023,Salary Credit,,24-07-2023,619.7,SGD,105.39,SGD,1611.59
ACC00025,24-07-2023,Utility Bill,,24-07-2023,170.69,INR,850.87,EUR,1237.36
ACC00001,25-07-2023,ATM Withdrawal,,25-07-2023,368.66,EUR,753.58,USD,1503.59
ACC00023,25-07-2023,Utility Bill,,25-07-2023,747.78,INR,936.54,INR,4229.36
ACC00001,25-07-2023,Utility Bill,,25-07-2023,923.45,SGD,694.84,EUR,2319.44
ACC00007,26-07-2023,Salary Credit,,26-07-2023,622.65,JPY,17.03,SGD,3781.04
ACC00050,26-07-2023,Online Transfer,,26-07-2023,604.25,INR,150.69,EUR,2881.43
ACC00005,26-07-2023,POS Purchase,,26-07-2023,934.33,USD,36.42,INR,3492.11
ACC00026,26-07-2023,Utility Bill,,26-07-2023,330.85,JPY,42.83,SGD,2892.13
ACC00026,27-07-2023,Online Transfer,,27-07-2023,367.45,INR,361.93,USD,2871.6
ACC00026,27-07-2023,Salary Credit,,27-07-2023,484.13,USD,21.14,JPY,3201.37
ACC00046,27-07-2023,Online Transfer,,27-07-2023,742.4,EUR,968.16,INR,2467.3
ACC00046,28-07-2023,Online Transfer,,28-07-2023,0.77,USD,84.74,INR,4759.27
ACC00013,28-07-2023,Utility Bill,,28-07-2023,293.64,SGD,651.63,SGD,1343.88
ACC00040,28-07-2023,POS Purchase,,28-07-2023,683.35,JPY,71.2,EUR,2958.98
ACC00029,29-07-2023,ATM Withdrawal,,29-07-2023,142.85,SGD,818.25,JPY,4845.22
ACC00035,29-07-2023,Online Transfer,,29-07-2023,70.38,EUR,395.3,INR,4740.08
ACC00033,29-07-2023,ATM Withdrawal,,29-07-2023,852.32,EUR,612.62,USD,2283.78
ACC00046,29-07-2023,Utility Bill,,29-07-2023,480.99,EUR,181.02,INR,1243.14
ACC00031,29-07-2023,Online Transfer,,29-07-2023,648.11,USD,516.15,JPY,2533.63
ACC00019,29-07-2023,Utility Bill,,29-07-2023,80.22,EUR,667.11,JPY,3040.03
ACC00028,29-07-2023,Utility Bill,,29-07-2023,677.6,INR,460.31,SGD,4216.42
ACC00046,29-07-2023,POS Purchase,,29-07-2023,810.15,SGD,663.06,INR,1137.26
ACC00004,30-07-2023,POS Purchase,,30-07-2023,332.03,SGD,529.79,INR,2182.53
ACC00006,30-07-2023,Online Transfer,,30-07-2023,703.45,EUR,103.1,JPY,3981.68
ACC00045,30-07-2023,ATM Withdrawal,,30-07-2023,364.26,JPY,650.62,EUR,3891.81
ACC00033,30-07-2023,Utility Bill,,30-07-2023,634.75,USD,837.13,INR,4817.09
ACC00040,30-07-2023,Online Transfer,,30-07-2023,534.69,SGD,969.38,INR,2424.99
ACC00043,30-07-2023,POS Purchase,,30-07-2023,32.68,USD,270.3,JPY,4990.82
ACC00032,30-07-2023,Utility Bill,,30-07-2023,173.83,JPY,561.12,SGD,1597.52
ACC00025,30-07-2023,Utility Bill,,30-07-2023,434.78,JPY,623.38,INR,2417.69
ACC00009,31-07-2023,POS Purchase,,31-07-2023,354.04,EUR,319,JPY,2894.27
ACC00014,31-07-2023,Salary Credit,,31-07-2023,29.11,JPY,540.6,INR,3466.23
ACC00009,31-07-2023,Utility Bill,,31-07-2023,445.4,EUR,86.08,USD,2159.49
ACC00019,31-07-2023,Online Transfer,,31-07-2023,882.33,JPY,970.43,SGD,2592.97
ACC00016,31-07-2023,Salary Credit,,31-07-2023,796.48,INR,173.82,USD,2547.16
ACC00030,31-07-2023,ATM Withdrawal,,31-07-2023,291,EUR,917.74,JPY,4839.38
ACC00003,31-07-2023,Utility Bill,,31-07-2023,30.51,INR,340.21,INR,1889.94
ACC00020,01-08-2023,Utility Bill,,01-08-2023,608.31,INR,82.09,SGD,3617.87
ACC00009,01-08-2023,Utility Bill,,01-08-2023,341.3,USD,458.1,SGD,3048.04
ACC00005,01-08-2023,POS Purchase,,01-08-2023,610.27,INR,194.32,SGD,1071.95
ACC00044,01-08-2023,Salary Credit,,01-08-2023,363.8,SGD,96.33,JPY,1044.24
ACC00027,01-08-2023,ATM Withdrawal,,01-08-2023,334.51,EUR,405.49,EUR,4418.29
ACC00033,01-08-2023,Salary Credit,,01-08-2023,669.11,SGD,291.71,SGD,4645.91
ACC00050,02-08-2023,ATM Withdrawal,,02-08-2023,719.96,USD,224.62,INR,3402.92
ACC00013,02-08-2023,Utility Bill,,02-08-2023,996.03,SGD,906.65,SGD,4041.93
ACC00039,02-08-2023,ATM Withdrawal,,02-08-2023,734.32,INR,325.16,JPY,3937.96
ACC00030,02-08-2023,ATM Withdrawal,,02-08-2023,772.85,INR,965.48,JPY,1437.14
ACC00007,02-08-2023,Salary Credit,,02-08-2023,838.3,USD,39.38,USD,3681.41
